자연과학,지구과학Ⅰ/물리학Ⅱ,태양 복사 에너지와 지구 에너지 평형 분석,"태양 복사 에너지와 지구 방출 에너지의 관계를 분석한다. 복사 법칙과 에너지 보존 원리를 이용하여 지구 기후 시스템을 탐구한다.",태양복사;에너지평형;복사법칙;기후
자연과학,지구과학Ⅱ/화학Ⅰ,해양 산성화와 탄소 순환 분석,"대기 중 이산화탄소 증가가 해양 pH 변화에 미치는 영향을 분석한다. 탄산 평형과 탄소 순환 과정을 화학적으로 탐구한다.",해양산성화;탄소순환;pH;이산화탄소
자연과학,지구과학Ⅰ/생명과학Ⅰ,기후 변화가 생태계 분포에 미치는 영향 분석,"기후 요소 변화가 생물의 서식 환경에 미치는 영향을 조사한다. 환경 변화와 생물 다양성의 관계를 분석한다.",기후변화;생태계;생물다양성;환경
자연과학,생명과학Ⅱ/화학Ⅱ,CRISPR 유전자 편집 기술의 분자 원리 분석,"CRISPR-Cas9 시스템이 특정 DNA를 절단하는 과정을 분자 수준에서 분석한다. 유전자 편집 기술의 생화학적 원리를 탐구한다.",CRISPR;DNA;유전자편집;생명공학
자연과학,생명과학Ⅱ/화학Ⅱ,항체 구조와 면역 반응 원리 분석,"항체의 구조와 항원이 결합하는 원리를 조사한다. 단백질 구조와 면역 시스템의 관계를 분자 수준에서 탐구한다.",항체;면역;단백질;항원
자연과학,생명과학Ⅰ/화학Ⅰ,세포 호흡과 ATP 생성 과정 분석,"포도당이 분해되어 ATP가 생성되는 과정을 단계별로 분석한다. 화학 에너지 전환 과정과 생명 활동의 관계를 탐구한다.",세포호흡;ATP;미토콘드리아;에너지
자연과학,생명과학Ⅱ/물리학Ⅰ,현미경 원리와 생물 관찰 기술 분석,"광학 현미경과 전자 현미경의 원리를 비교한다. 빛의 굴절과 파동 특성이 생명과학 연구에 활용되는 방식을 탐구한다.",현미경;광학;전자현미경;생물관찰
자연과학,생명과학Ⅰ/물리학Ⅰ,신경 전달 과정과 전기 신호 분석,"뉴런에서 발생하는 전기적 신호와 시냅스 전달 과정을 분석한다. 전기 현상과 생명 현상의 연결을 탐구한다.",신경계;전기신호;뉴런;시냅스
자연과학,생명과학Ⅱ/물리학Ⅱ,심장 박동과 혈액 순환의 물리적 원리 분석,"심장의 압력 변화와 혈액 흐름을 물리적으로 분석한다. 유체의 흐름과 생체 시스템의 관계를 탐구한다.",심장;혈액순환;압력;유체역학
자연과학,생명과학Ⅰ/확률과통계,감염병 확산과 수학적 모델 분석,"감염병 확산 과정을 SIR 모델을 이용하여 분석한다. 감염률과 회복률 변화가 유행 양상에 미치는 영향을 탐구한다.",감염병;SIR모델;수학모델;역학
자연과학,생명과학Ⅱ/확률과통계,유전자 발현 데이터의 통계적 해석,"유전자 발현량 차이를 통계적으로 비교하는 방법을 분석한다. 생명과학 연구에서 통계 분석이 활용되는 원리를 탐구한다.",유전자발현;통계;생물정보학;분석
자연과학,화학Ⅱ/물리학Ⅱ,분광학을 이용한 물질 분석 원리 탐구,"빛과 물질의 상호작용을 이용하여 물질을 분석하는 분광학 원리를 조사한다. 전자 에너지 준위와 화학 분석의 관계를 탐구한다.",분광학;전자전이;빛;화학분석
자연과학,화학Ⅰ/물리학Ⅰ,원자 모형 발전과 현대 원자 구조 분석,"돌턴부터 양자 모형까지 원자 이론의 발전 과정을 분석한다. 물리학적 관점과 화학적 관점에서 원자의 구조를 탐구한다.",원자모형;양자;전자;화학
자연과학,화학Ⅱ/수학Ⅱ,화학 평형 상수와 농도 변화 모델링,"평형 상태에서 물질 농도 변화를 수학적으로 표현한다. 평형 상수와 반응 방향 예측 원리를 탐구한다.",평형상수;농도;수학모델;화학평형
자연과학,화학Ⅱ/생명과학Ⅰ,완충 용액과 생체 항상성의 관계 분석,"완충 용액이 pH 변화를 억제하는 원리를 분석한다. 혈액 pH 유지와 같은 생명 현상과 화학 평형의 관계를 탐구한다.",완충용액;pH;항상성;화학평형
자연과학,화학Ⅰ/생명과학Ⅰ,비타민과 생체 내 화학 반응 분석,"비타민이 효소 작용과 대사 과정에 미치는 영향을 조사한다. 생명 유지 과정에서 유기 화합물의 역할을 탐구한다.",비타민;대사;효소;유기화학
자연과학,화학Ⅱ/물리학Ⅱ,반도체 물질의 화학적 구조와 전기적 특성 분석,"반도체 물질의 원자 구조와 전기적 특성을 분석한다. 화학 결합과 물리적 성질의 관계를 탐구한다.",반도체;화학결합;전기전도성;물질
자연과학,물리학Ⅱ/화학Ⅱ,배터리의 충전과 방전 과정 분석,"리튬 이온 배터리 내부에서 일어나는 산화 환원 반응과 전자의 이동을 분석한다. 전기화학과 에너지 저장 원리를 탐구한다.",배터리;리튬이온;산화환원;에너지저장
자연과학,물리학Ⅰ/화학Ⅰ,연료전지의 에너지 변환 원리 탐구,"연료전지에서 수소와 산소가 반응하여 전기를 생성하는 과정을 분석한다. 화학 에너지와 전기 에너지 변환 원리를 탐구한다.",연료전지;수소;전기화학;에너지
자연과학,생명과학Ⅱ/화학Ⅱ,약물 작용과 수용체 결합 원리 분석,"약물이 특정 수용체와 결합하여 효과를 나타내는 과정을 분석한다. 분자 구조와 생체 반응의 관계를 탐구한다.",약물;수용체;분자결합;의학
자연과학,생명과학Ⅰ/화학Ⅰ,소화 효소와 영양소 분해 과정 분석,"탄수화물과 단백질 및 지방이 효소에 의해 분해되는 과정을 분석한다. 생체 촉매 작용과 화학 반응의 관계를 탐구한다.",소화효소;영양소;촉매;생명화학
category,subject,topic,description,keywords
자연과학,생명과학Ⅱ/화학Ⅱ,암세포의 특징과 정상 세포 대사 비교 분석,"암세포가 정상 세포와 다른 증식 방식과 대사 과정을 가지는 이유를 분석한다. 세포 주기 조절과 생화학적 변화가 질병 발생에 미치는 영향을 탐구한다.",암세포;세포주기;대사;생화학
자연과학,생명과학Ⅱ/화학Ⅱ,면역 반응에서 백신의 작용 원리 분석,"백신이 항원 제시와 기억 세포 형성을 유도하는 과정을 분석한다. 면역계의 작동 원리와 생명과학적 예방 원리를 탐구한다.",백신;면역;항체;기억세포
자연과학,생명과학Ⅱ/화학Ⅱ,항생제 내성과 미생물 진화 분석,"항생제 사용에 따른 세균의 내성 발생 과정을 분석한다. 자연선택과 분자 수준의 유전 변화가 연결되는 과정을 탐구한다.",항생제내성;진화;돌연변이;세균
자연과학,생명과학Ⅰ/화학Ⅰ,호르몬 조절과 항상성 유지 메커니즘 분석,"내분비계 호르몬이 체내 환경을 조절하는 과정을 분석한다. 음성 피드백과 생체 조절 시스템의 원리를 탐구한다.",호르몬;항상성;피드백;생명조절
자연과학,생명과학Ⅱ/물리학Ⅱ,뇌 신경망과 전기 신호 전달 분석,"뉴런 사이에서 발생하는 전기적 신호 전달 과정을 분석한다. 막전위와 이온 이동이 신경 활동에 미치는 영향을 탐구한다.",뇌과학;뉴런;막전위;전기신호
자연과학,생명과학Ⅱ/화학Ⅱ,효소 활성과 단백질 구조 변화 분석,"효소의 입체 구조 변화가 반응 속도에 미치는 영향을 분석한다. 단백질 구조와 생체 촉매 작용의 관계를 탐구한다.",효소;단백질;촉매;구조변화
자연과학,생명과학Ⅱ/화학Ⅱ,DNA 돌연변이와 단백질 변화 분석,"DNA 염기 서열 변화가 단백질 구조와 기능에 미치는 영향을 분석한다. 유전 정보가 형질로 표현되는 과정을 탐구한다.",DNA;돌연변이;단백질;유전자
자연과학,생명과학Ⅰ/수학Ⅱ,심박수 변화와 운동 강도의 관계 분석,"운동 강도에 따른 심박수 변화를 측정하고 생리학적 변화를 분석한다. 그래프와 변화율을 이용하여 신체 반응을 탐구한다.",심박수;운동생리학;변화율;항상성
자연과학,생명과학Ⅰ/화학Ⅰ,혈액의 산소 운반과 헤모글로빈 결합 분석,"헤모글로빈과 산소의 결합 원리를 분석한다. 단백질 구조와 생체 내 기체 운반 과정의 관계를 탐구한다.",혈액;헤모글로빈;산소;단백질
자연과학,생명과학Ⅱ/물리학Ⅰ,청각 기관의 소리 전달 원리 분석,"귀 내부 구조와 소리 진동 전달 과정을 분석한다. 파동의 성질이 생체 감각 기관에서 활용되는 원리를 탐구한다.",청각;파동;진동;감각기관
자연과학,화학Ⅱ/생명과학Ⅱ,신약 개발 과정과 분자 구조 분석,"약물 후보 물질의 분자 구조와 생체 작용 관계를 조사한다. 화학적 구조 변화가 약효에 미치는 영향을 탐구한다.",신약개발;분자구조;약물;의약화학
자연과학,화학Ⅱ/생명과학Ⅱ,단백질 변성과 온도 및 pH 관계 분석,"온도와 pH 변화에 따른 단백질 구조 변화를 분석한다. 화학 결합과 생체 분자의 안정성 관계를 탐구한다.",단백질변성;pH;온도;화학결합
자연과학,화학Ⅰ/물리학Ⅰ,결정 구조와 물질 특성 관계 분석,"원자 배열 방식이 물질의 강도와 전기적 성질에 미치는 영향을 분석한다. 결정 구조와 물질 특성의 관계를 탐구한다.",결정구조;원자배열;물질특성;화학결합
자연과학,화학Ⅱ/물리학Ⅱ,촉매 작용과 활성화 에너지 감소 원리 분석,"촉매가 반응 속도를 증가시키는 이유를 에너지 관점에서 분석한다. 반응 경로 변화와 활성화 에너지 관계를 탐구한다.",촉매;활성화에너지;반응속도;화학반응
자연과학,화학Ⅱ/수학Ⅱ,반응 속도식과 농도 변화 모델 분석,"반응물 농도 변화에 따른 반응 속도를 수학적으로 표현한다. 반응 차수와 속도 상수의 의미를 탐구한다.",반응속도식;농도;수학모델;화학
자연과학,화학Ⅱ/물리학Ⅱ,원자 스펙트럼과 양자화된 에너지 분석,"원자가 특정 파장의 빛을 방출하는 이유를 분석한다. 전자 에너지 준위와 양자 개념의 관계를 탐구한다.",원자스펙트럼;양자;전자;에너지준위
자연과학,물리학Ⅱ/화학Ⅱ,광전효과와 태양전지 원리 분석,"빛 에너지가 전기 에너지로 변환되는 과정을 분석한다. 광전효과와 반도체 물질의 관계를 탐구한다.",광전효과;태양전지;반도체;빛에너지
자연과학,물리학Ⅱ/미적분,뉴턴 운동 법칙과 실제 운동 분석,"힘과 운동량 변화를 측정하고 운동 방정식을 분석한다. 미적분을 활용하여 속도와 가속도의 관계를 탐구한다.",뉴턴법칙;운동방정식;미적분;역학
자연과학,물리학Ⅱ/수학Ⅱ,등속 원운동에서 구심력 관계 분석,"원운동 실험을 통해 속도와 반지름 변화가 구심력에 미치는 영향을 분석한다. 함수 관계를 이용하여 운동 조건을 탐구한다.",원운동;구심력;속도;역학
자연과학,물리학Ⅱ/미적분,열역학 제2법칙과 엔트로피 변화 분석,"열기관 과정에서 에너지 이동과 엔트로피 증가를 분석한다. 비가역 과정과 에너지 효율의 관계를 탐구한다.",열역학;엔트로피;에너지;열기관
자연과학,물리학Ⅰ/화학Ⅰ,상태 변화와 분자 운동 분석,"고체와 액체 및 기체 상태에서 분자 운동 차이를 분석한다. 온도와 분자 운동 에너지의 관계를 탐구한다.",상태변화;분자운동;열에너지;물질
자연과학,물리학Ⅱ/천문학,별의 에너지 생성과 핵융합 원리 분석,"별 내부에서 발생하는 핵융합 과정을 분석한다. 질량과 에너지 관계를 통해 항성 에너지 생성 원리를 탐구한다.",핵융합;별;에너지;천문
자연과학,지구과학Ⅰ/물리학Ⅰ,대기 순환과 지구 에너지 이동 분석,"대기 대순환이 발생하는 원인을 분석한다. 태양 에너지와 지구 복사 에너지의 관계를 탐구한다.",대기순환;에너지;복사;기후
자연과학,지구과학Ⅱ/물리학Ⅱ,행성 운동과 케플러 법칙 분석,"행성의 공전 궤도와 속도 변화를 분석한다. 중력과 천체 운동의 수학적 관계를 탐구한다.",케플러법칙;행성운동;중력;천문
자연과학,지구과학Ⅰ/화학Ⅰ,화산 활동과 마그마 조성 분석,"화산 분출물의 성분과 마그마 형성 과정을 분석한다. 지구 내부 물질의 화학적 특성을 탐구한다.",화산;마그마;광물;지질
